School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Air Force,2012-2013,32,18,14,0.563,4.06,4.16,,8,8,,13,2,,3,11,,2241,2170,,64.8,107.6,0.314,0.421,0.577,45.8,63.9,9.9,5.5,0.551,16.4,24.8,0.224
Akron NCAA,2012-2013,33,26,7,0.788,8.12,0.18,,14,2,,15,1,,7,4,,2369,2071,,66.4,106.5,0.362,0.368,0.539,51.9,56.9,10.4,14.7,0.516,17.3,37.7,0.233
Alabama,2012-2013,36,23,13,0.639,9.82,5.96,,12,6,,16,4,,4,8,,2268,2102,,62.3,100.1,0.343,0.312,0.517,46.6,47.0,13.0,12.7,0.480,17.0,32.0,0.241
Alabama A&M,2012-2013,31,11,20,0.355,-18.41,-9.82,,6,12,,7,6,,3,12,,1957,2160,,67.4,92.5,0.373,0.302,0.476,46.9,52.7,8.6,7.9,0.443,17.8,32.4,0.235
Alabama State,2012-2013,32,10,22,0.313,-17.90,-9.03,,8,10,,7,5,,3,14,,1979,2231,,67.0,91.5,0.319,0.309,0.477,46.7,50.5,9.3,8.7,0.454,18.8,33.8,0.191
Albany (NY) NCAA,2012-2013,35,24,11,0.686,-0.86,-4.51,,9,7,,11,4,,11,5,,2251,2123,,62.8,102.1,0.400,0.329,0.541,48.9,51.8,8.7,5.9,0.496,18.4,31.7,0.295
Alcorn State,2012-2013,34,10,24,0.294,-14.27,-7.11,,8,10,,5,8,,4,14,,2055,2248,,69.0,87.2,0.373,0.298,0.462,45.3,42.4,9.4,10.3,0.428,18.7,29.6,0.232
American,2012-2013,30,10,20,0.333,-8.55,-2.52,,5,9,,7,6,,3,14,,1735,1916,,59.4,96.1,0.309,0.328,0.507,48.6,56.5,5.6,7.3,0.473,17.6,28.5,0.219
Appalachian State,2012-2013,31,15,16,0.484,-7.88,-5.74,,10,8,,10,4,,4,11,,2211,2221,,68.3,102.0,0.372,0.314,0.528,47.6,45.8,9.8,9.5,0.493,16.7,31.6,0.256
Arizona NCAA,2012-2013,35,27,8,0.771,17.31,7.48,,12,6,,14,2,,7,4,,2570,2226,,66.8,109.5,0.374,0.375,0.565,52.7,54.1,10.0,10.2,0.525,16.8,35.0,0.280
Arizona State,2012-2013,35,22,13,0.629,8.82,4.57,,9,9,,16,4,,4,7,,2512,2363,,67.5,104.5,0.359,0.368,0.546,48.3,55.1,9.2,14.8,0.523,16.2,28.3,0.233
Arkansas,2012-2013,32,19,13,0.594,9.83,4.99,,10,8,,17,1,,1,9,,2358,2203,,70.6,103.6,0.351,0.326,0.516,45.9,55.8,13.0,13.7,0.484,14.0,31.7,0.236
Arkansas State,2012-2013,31,19,12,0.613,0.79,-4.34,,12,8,,13,2,,5,9,,2127,1944,,66.3,100.7,0.439,0.364,0.507,48.7,46.0,12.1,8.3,0.463,16.3,33.9,0.299
Arkansas-Pine Bluff,2012-2013,30,16,14,0.533,-12.21,-8.28,,15,3,,9,0,,6,12,,1880,1998,,68.7,90.8,0.330,0.308,0.476,45.3,55.9,14.3,10.0,0.447,18.0,31.5,0.208
Army,2012-2013,31,16,15,0.516,-1.48,-4.51,,8,6,,9,4,,6,10,,2245,2112,,67.8,105.6,0.364,0.392,0.555,49.4,57.6,7.5,8.7,0.518,17.8,31.7,0.268
Auburn,2012-2013,32,9,23,0.281,0.23,4.20,,3,15,,7,10,,1,9,,2074,2201,,66.6,95.5,0.353,0.331,0.500,46.5,54.5,10.2,11.8,0.460,17.1,29.2,0.247
Austin Peay,2012-2013,31,8,23,0.258,-12.31,-4.28,,4,12,,5,8,,2,12,,2218,2371,,69.7,100.6,0.369,0.344,0.550,46.2,58.1,8.8,12.2,0.523,19.9,30.0,0.249
Ball State,2012-2013,30,15,15,0.500,-6.70,-3.14,,8,8,,8,8,,7,6,,1957,2041,,65.8,99.2,0.466,0.351,0.520,51.0,54.1,9.8,6.8,0.483,19.5,35.9,0.304
Baylor,2012-2013,37,23,14,0.622,15.07,7.12,,9,9,,15,5,,4,7,,2811,2456,,68.4,110.3,0.365,0.334,0.550,49.7,58.5,9.5,10.8,0.519,14.7,34.3,0.253
Belmont NCAA,2012-2013,33,26,7,0.788,10.41,-0.92,,14,2,,13,0,,9,4,,2533,2129,,68.1,112.3,0.328,0.395,0.594,46.8,57.0,14.3,8.0,0.567,17.1,29.9,0.240
Bethune-Cookman,2012-2013,34,14,20,0.412,-9.51,-6.41,,7,9,,9,4,,2,14,,2283,2318,,67.2,99.1,0.379,0.317,0.494,46.6,53.9,10.7,10.3,0.465,15.4,32.6,0.237
Binghamton,2012-2013,30,3,27,0.100,-18.51,-3.68,,1,15,,2,12,,1,14,,1676,2081,,66.2,84.4,0.337,0.346,0.457,45.4,42.0,8.7,7.3,0.422,20.1,27.4,0.218
Boise State NCAA,2012-2013,32,21,11,0.656,9.38,5.21,,9,7,,14,1,,5,8,,2343,2095,,66.3,109.9,0.334,0.356,0.565,51.1,51.3,9.9,5.4,0.530,15.7,31.5,0.249
Boston College,2012-2013,33,16,17,0.485,6.11,7.04,,7,11,,12,6,,3,7,,2215,2246,,64.0,104.4,0.397,0.389,0.548,47.0,53.9,8.7,6.9,0.510,15.7,28.1,0.283
Boston University,2012-2013,30,17,13,0.567,-0.58,-3.92,,11,5,,9,3,,7,9,,2035,1935,,65.5,102.8,0.265,0.393,0.549,45.1,55.2,11.3,4.8,0.522,16.8,25.9,0.192
Bowling Green State,2012-2013,32,13,19,0.406,-3.32,-1.75,,7,9,,11,5,,1,12,,2010,2033,,63.9,96.7,0.270,0.287,0.496,47.5,51.1,11.4,11.5,0.464,16.8,31.1,0.193
Bradley,2012-2013,35,18,17,0.514,1.25,1.96,,7,11,,14,4,,4,10,,2371,2396,,66.1,101.7,0.299,0.289,0.517,46.3,50.1,13.6,7.1,0.483,15.3,30.4,0.216
Brigham Young,2012-2013,36,24,12,0.667,10.63,3.72,,10,6,,15,3,,7,5,,2777,2502,,71.1,108.5,0.355,0.288,0.543,50.4,57.6,11.4,6.6,0.505,14.5,32.7,0.259
Brown,2012-2013,28,13,15,0.464,-6.32,-3.02,,7,7,,8,5,,5,10,,1748,1800,,63.7,95.9,0.344,0.399,0.504,49.9,57.2,10.2,10.5,0.478,18.6,31.2,0.217
Bryant,2012-2013,31,19,12,0.613,-2.07,-4.71,,12,6,,11,5,,8,7,,2294,2212,,67.0,110.1,0.370,0.360,0.576,48.4,57.9,7.6,3.2,0.544,16.7,30.6,0.268
Bucknell NCAA,2012-2013,34,28,6,0.824,6.96,-1.95,,12,2,,14,1,,12,4,,2277,1966,,62.6,106.9,0.361,0.242,0.538,52.3,55.6,5.5,10.8,0.496,13.2,29.3,0.268
Buffalo,2012-2013,34,14,20,0.412,-1.94,-0.34,,7,9,,9,6,,4,10,,2275,2287,,65.0,102.3,0.380,0.351,0.545,50.6,64.2,8.5,12.0,0.510,20.1,35.9,0.267
Butler NCAA,2012-2013,36,27,9,0.750,11.01,6.09,,11,5,,14,2,,7,4,,2495,2299,,64.9,106.4,0.385,0.356,0.546,53.4,53.5,8.8,7.0,0.512,17.2,36.3,0.268
Cal Poly,2012-2013,32,18,14,0.563,-0.77,-0.94,,12,6,,13,1,,4,12,,2074,2020,,60.0,107.1,0.333,0.357,0.528,48.2,61.3,9.5,5.4,0.491,13.3,31.9,0.241
Cal State Bakersfield,2012-2013,30,14,16,0.467,-6.49,-2.22,,,,,9,4,,3,11,,2041,2070,,67.7,98.9,0.355,0.348,0.515,47.2,53.5,10.7,5.6,0.477,17.6,31.6,0.249
Cal State Fullerton,2012-2013,32,14,18,0.438,-3.27,-3.33,,6,12,,6,7,,6,10,,2451,2381,,70.2,109.1,0.345,0.387,0.579,42.6,55.2,11.0,4.2,0.543,15.9,25.9,0.261
Cal State Northridge,2012-2013,31,14,17,0.452,-4.18,-2.22,,5,13,,6,7,,5,10,,2333,2309,,71.5,105.2,0.389,0.259,0.525,50.0,57.9,11.8,8.2,0.479,16.0,36.6,0.285
California NCAA,2012-2013,33,21,12,0.636,10.59,7.71,,12,6,,11,5,,6,5,,2218,2123,,66.5,100.7,0.312,0.236,0.515,50.0,56.2,8.7,11.4,0.480,16.2,32.5,0.223
Campbell,2012-2013,33,13,20,0.394,-10.23,-5.53,,7,9,,8,8,,4,9,,2284,2395,,67.7,99.9,0.322,0.229,0.516,45.9,53.9,10.9,8.6,0.480,17.1,32.9,0.229
Canisius,2012-2013,34,20,14,0.588,2.38,-0.98,,11,7,,12,4,,8,9,,2499,2385,,66.8,109.2,0.343,0.422,0.559,48.6,50.4,8.7,9.1,0.527,16.8,34.8,0.245
Central Arkansas,2012-2013,30,13,17,0.433,-10.89,-6.14,,7,11,,8,7,,5,8,,2294,2359,,73.2,102.0,0.296,0.309,0.511,45.9,49.4,10.5,8.9,0.490,16.1,33.8,0.187
Central Connecticut State,2012-2013,30,13,17,0.433,-8.23,-4.03,,9,9,,6,6,,7,10,,2186,2312,,70.7,101.4,0.301,0.329,0.522,42.6,48.2,10.4,10.7,0.486,15.3,27.4,0.221
Central Michigan,2012-2013,31,11,20,0.355,-6.15,-1.22,,4,12,,6,6,,2,13,,2092,2226,,65.5,102.2,0.396,0.453,0.529,44.7,59.4,10.2,6.0,0.484,16.9,30.6,0.290
Charleston Southern,2012-2013,32,19,13,0.594,-1.92,-5.48,,12,4,,11,3,,6,9,,2361,2144,,68.1,107.5,0.312,0.426,0.531,49.9,48.3,10.7,7.4,0.499,15.0,35.0,0.221
Charlotte,2012-2013,33,21,12,0.636,2.72,2.78,,8,8,,12,3,,5,7,,2229,2231,,68.2,98.3,0.448,0.236,0.509,50.6,48.8,10.8,8.8,0.471,18.8,36.5,0.293
Chattanooga,2012-2013,32,13,19,0.406,-10.43,-4.93,,8,10,,8,9,,4,9,,2218,2318,,68.8,99.9,0.435,0.308,0.504,50.6,50.0,9.9,6.4,0.464,17.0,35.3,0.289
Chicago State,2012-2013,33,11,22,0.333,-11.79,-4.92,,3,5,,8,5,,2,16,,2151,2276,,68.2,93.8,0.256,0.355,0.492,45.1,52.2,13.6,8.3,0.459,18.1,30.2,0.186
Cincinnati NCAA,2012-2013,34,22,12,0.647,14.47,6.94,,9,9,,13,5,,4,5,,2262,2006,,64.9,101.4,0.355,0.371,0.493,51.7,52.5,10.8,16.1,0.462,15.8,38.7,0.229
Clemson,2012-2013,31,13,18,0.419,5.85,4.46,,5,13,,8,7,,3,9,,1907,1864,,62.2,98.9,0.331,0.302,0.501,47.9,47.9,10.8,13.2,0.472,15.7,32.0,0.217
Cleveland State,2012-2013,32,14,18,0.438,-7.33,-0.16,,5,11,,9,5,,3,13,,2051,2226,,65.4,97.6,0.309,0.347,0.516,45.9,53.1,11.1,8.8,0.482,18.5,31.8,0.219
Coastal Carolina,2012-2013,29,14,15,0.483,-5.56,-5.18,,9,7,,12,4,,2,11,,1943,1840,,65.6,101.6,0.361,0.258,0.510,51.5,43.1,13.1,7.0,0.479,17.7,39.3,0.237
Colgate,2012-2013,32,11,21,0.344,-8.72,-2.57,,5,9,,7,5,,3,16,,2033,2230,,66.4,95.4,0.276,0.366,0.511,47.8,56.1,6.9,7.5,0.480,17.5,26.2,0.195
College of Charleston,2012-2013,35,24,11,0.686,0.20,-3.83,,14,4,,10,7,,11,2,,2297,2176,,63.8,102.8,0.386,0.331,0.533,51.8,48.8,6.7,10.6,0.499,17.8,33.9,0.265
Colorado NCAA,2012-2013,33,21,12,0.636,11.91,7.91,,10,8,,12,3,,5,7,,2230,2098,,65.7,101.4,0.409,0.289,0.522,50.2,42.3,10.5,8.6,0.483,17.1,33.6,0.281
Colorado State NCAA,2012-2013,35,26,9,0.743,13.60,5.84,,11,5,,16,1,,6,6,,2553,2229,,64.5,112.6,0.436,0.271,0.539,56.9,50.5,7.1,6.4,0.495,14.1,41.2,0.312
Columbia,2012-2013,28,12,16,0.429,-3.24,-3.47,,4,10,,6,7,,5,9,,1746,1694,,61.3,101.7,0.334,0.363,0.525,48.5,55.8,10.0,7.5,0.484,15.5,29.4,0.249
Connecticut,2012-2013,30,20,10,0.667,11.89,7.42,,10,8,,13,3,,4,5,,2096,1962,,64.9,103.8,0.369,0.341,0.542,44.4,56.4,11.1,11.2,0.500,16.0,28.5,0.274
